OBJECTID,BUSLIC_LOCATION_ID,DEA_FACILITY_ADDRESS,DEA_STALLS,FAC_NAME,HRS_MONFRI,HRS_SAT,HRS_SUN,FAC_TYPE,RTE_1HR,RTE_2HR,RTE_3HR,RTE_ALLDAY,DISABLED,OP_NAME,OP_PHONE,OP_PHONE2,OP_WEB,PAYMENT_TYPE,OTHER,WEBNAME,REGIONID,OUTOFSERV,VACANT,STATUS,DATETIME,SHAPE,SIGNID
5350,575141,"4328 BROOKLYN AV NE, SEATTLE, WA   98105",11,,,,,SURFACE LOT,,,,,,UDPA,,,,,N,U-DISTRICT PARKING LOT,0,,,,,"(47.660747437000055, -122.31391525799995)",
5351,562641,"4730 15TH AV NE, SEATTLE, WA   98115",64,,24 hours,24 hours,24 hours,,3,3,,7,,,,,,,N,REPUBLIC,0,,,,,"(47.66398565500003, -122.31175811499998)",
5352,563197,"5412 BALLARD AV NW, SEATTLE, WA   98107",7,,,,,SURFACE LOT,,,,,,,,,,,N,YELLOW DOG,0,,,,,"(47.66809638500007, -122.38508590799995)",
5353,645753,"3272 FUHRMAN AV E, SEATTLE, WA   98102",15,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.65141132100007, -122.32081441099996)",
5354,593932,"557 ROY ST, SEATTLE, WA   98109",32,,,,,SURFACE LOT,,,,,,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.625158843000065, -122.34593270199997)",
5355,594271,"1010 BOYLSTON AV, SEATTLE, WA   98104",22,,5pm - 7am,24 hours,24 hours,,2,2,,2,,,,,,,N,KEY PARK NORTHWEST,0,,,,,"(47.610991065000064, -122.32165453099998)",
5356,573814,"516 1ST AV W, SEATTLE, WA   98119",13,,,,,GARAGE,,,,,6,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.623898318000045, -122.35756152299996)",
5357,576756,"310 15TH AV E, SEATTLE, WA   98112",96,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.62099438900003, -122.31242491299997)",
5358,611420,"305 9TH AV N, SEATTLE, WA   98109",24,Chefs Soup Lot,Self park location,Self park location,Self park location,SURFACE LOT,Permit only,Permit only,,Permit only,,Standard,(206) 381-8552,,http://www.standardparkingnw.com/locations/lot.asp?id=66,,Y,CHEFS SOUP LOT,0,,,,,"(47.62105819100003, -122.34010747599996)",
5359,643028,"1732 4TH AV S, SEATTLE, WA   98134",108,,,,,,,,,,,,,,,,Y,,0,,,,,"(47.58720013000004, -122.32836587799994)",
5360,582913,"1700 N 45TH ST, SEATTLE, WA   98103",15,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.661674480000045, -122.33746326099998)",
5361,605780,"600 OLIVE WY, SEATTLE, WA   98101",233,,6am-12am,8am-12am,9am-12am,,5,10,,24,,,,,,,N,IMPARK,0,,,,,"(47.613396529000056, -122.33619535999998)",
5362,17658,"537 YESLER WY, SEATTLE, WA   98104",30,,,,,,,,,,,,,,,,N,MERCHANTS PARKING ASSOC,0,,,,,"(47.60138128700004, -122.32660120999998)",
5363,603941,"509 9TH AV, SEATTLE, WA   98109",87,8th & Mercer Lot,Self park location,Self park location,Self park location,SURFACE LOT,,,,,,Standard,(206) 381-8552,,http://www.standardparkingnw.com/locations/,,N,502 9TH AV,0,,,,,"(47.60497221400004, -122.32469139399996)",
5364,565731,"601 WALL ST, SEATTLE, WA   98121",17,,24 hours,24 hours,24 hours,SURFACE LOT,2,2,,17,1,IMPARK,,,http://www2.impark.com/Pages/default.aspx?lang=en&region=seattle,,N,IMPARK,0,,,,,"(47.61799915700004, -122.34388446599996)",
5365,52859,"4533 12TH AV NE, SEATTLE, WA   98105",202,,,,,,,,,,,,,,,,N,U-DISTRICT PARKING LOT,0,,,,,"(47.66248515600006, -122.31564580799994)",
5366,4545,"2224 WESTERN AV, SEATTLE, WA   98121",88,Belltown Lot #40,6am-6pm,Self park location,Self park location,SURFACE LOT,5,5,,10,2,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.61267567900006, -122.34675001599999)",
5367,634756,"2024 4TH AV, SEATTLE, WA   98121",204,Warwick Hotel Garage,5am-11pm,6am-11pm,6am-11pm,GARAGE,,,,,,,,,,,N,UNITED,0,,,,,"(47.61336930700003, -122.33994738599995)",
5368,559344,"2127 7TH AV, SEATTLE, WA   98121",46,,24 hours,24 hours,24 hours,,5,5,,17,,,,,,,N,IMPARK,0,,,,,"(47.616080632000035, -122.33973335599995)",
5369,624767,"4115 UNIVERSITY WY NE, SEATTLE, WA   98105",16,,,,,,,,,,,,,,,,Y,JADE,0,,,,,"(47.65747367900008, -122.31356179999995)",
5370,582919,"1002 E SENECA ST, SEATTLE, WA   98122",30,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.61243791000004, -122.31913776299996)",
5371,602984,"530 DEXTER AV N, SEATTLE, WA   98109",92,8th and Mercer Lot,Self park location,Self park location,Self park location,SURFACE LOT,Monthly only,Monthly only,,Monthly only,,Standard,(206) 381-8552,,http://www.standardparkingnw.com/locations/,,Y,530 DEXTER AV N,0,,,,,"(47.62419026100008, -122.34199842499999)",
5372,556118,"501 N 59TH ST, SEATTLE, WA   98103",195,,,,,,,,,,,,,,,,N,WOODLAND PARK ZOO LOT,0,,,,,"(47.671226501000035, -122.35224912199999)",
5373,625181,"4750 ROOSEVELT WY NE, SEATTLE, WA   98105",14,,,,,SURFACE LOT,,,,,1,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.664605255000026, -122.31716783199994)",
5374,593909,"1126 34TH AV, SEATTLE, WA 98122",52,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.612430790000076, -122.28899524699995)",
5375,635153,"84 S MAIN ST, SEATTLE, WA   98104",8,,,,,SURFACE LOT,,,,,1,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.60023806700008, -122.33507704599998)",
5376,4553,"114 1ST AV N, SEATTLE, WA   98109",74,Seattle Center Lot #48,6am-6pm,Self park location,Self park location,SURFACE LOT,5,5,,10,,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.60113824300004, -122.33379911899999)",
5377,593899,"614 BROADWAY E, SEATTLE, WA   98102",22,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.62475975500007, -122.32069325599997)",
5378,596078,"1200 12TH AV S, SEATTLE, WA   98144",403,Pacific Medical,Self park location,Self park location,Self park location,GARAGE,2,2,,2,,Standard,(206) 381-8552,,http://www.standardparkingnw.com/locations/lot.asp?id=189,,N,AMAZON.COM GARAGE,0,,,,,"(47.59280113600005, -122.31598708799999)",
5379,625104,"190 QUEEN ANNE AV N, SEATTLE, WA   98109",25,,,,,,,,,,1,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.61949025000007, -122.35639026999996)",
5380,588561,"1467 ELLIOTT AV W, SEATTLE, WA   98119",88,,,,,,,,,,,,,,,,Y,MCFARLAND PROPERTY MANAGEMENT,0,,,,,"(47.63165079400005, -122.37564053999995)",
5381,593935,"1406 BROADWAY, SEATTLE, WA   98122",30,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.61309156800007, -122.32044329099995)",
5382,645755,"1600 E OLIVE WY, SEATTLE, WA   98122",21,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.61939727600003, -122.32506385499994)",
5383,634757,"106 STEWART ST, SEATTLE, WA   98101",80,,,,,,,,,,,,,,,,N,UNITED,0,,,,,"(47.61069992600005, -122.34136133799996)",
5384,645726,"2201 4TH AV, SEATTLE, WA   98121",146,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.614628613000036, -122.34327527699998)",
5385,618335,"1200 WESTLAKE AV N, SEATTLE, WA   98109",339,AGC Building,24 hours,24 hours,24 hours,,GARAGE,6,,,,Republic Parking,(206) 783-4144,,,,N,REPUBLIC - AGC BUILDING,0,,,,,"(47.63000112900005, -122.33959501899994)",
5386,572469,"3161 ELLIOTT AV, SEATTLE, WA 98121",131,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.618326343000035, -122.35870616799997)",
5387,12222,"301 BROADWAY E, SEATTLE, WA   98102",23,,,,,,,,,,,,,,,,N,AMPCO,0,,,,,"(47.62126821800007, -122.32119732099994)",
5388,629202,"5350 30TH AV NW, SEATTLE, WA   98107",44,,24 hours,24 hours,24 hours,,3,5.5,,14.25,,,,,,,N,REPUBLIC - JACOBSON TERMINAL,0,,,,,"(47.666786957000056, -122.39442014899998)",
5389,625130,"100 W HARRISON ST, SEATTLE, WA   98109",27,,,,,GARAGE,,,,,1,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.62224411400007, -122.35849662599998)",
5390,556115,"600 N 50TH ST, SEATTLE, WA   98103",276,,,,,,,,,,,,,,,,N,WOODLAND PARK ZOO LOT,0,,,,,"(47.66545225200008, -122.35062320199995)",
5391,648577,"401 BROADWAY E, SEATTLE, WA 98102",230,,,,,,,,,,,,,,,,N,AMPCO,0,,,,,"(47.62256120400008, -122.32149888299995)",
5392,1677,"2800 3RD AV, SEATTLE, WA   98121",30,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.61805557800005, -122.34978250899997)",
5393,634486,"1807 HARVARD AV, SEATTLE, WA   98122",62,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.61789794600003, -122.32250101699998)",
5394,12202,"700 E PINE ST, SEATTLE, WA   98122",1200,,,,,GARAGE,,,,,,AMPCO,(206) 652-0416?,,,,N,AMPCO,0,,,,,"(47.61559009700005, -122.32279536099998)",
5395,4522,"900 N 34TH ST, SEATTLE, WA   98103",27,Freemont Lot 17,Self park location,Self park location,Self park location,SURFACE LOT,3,3,,5,,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.64942465000007, -122.34681741699995)",
5396,606151,"200 6TH AV N, SEATTLE, WA   98109",45,,,,,,,,,,,,,,,,Y,TRAVELODGE SEATTLE CENTER,0,,,,,"(47.62014331600005, -122.34455918199995)",
5397,631641,"809 FAIRVIEW AV N, SEATTLE, WA   98109",135,Henry Pier,24 hours,24 hours,24 hours,,,,,,,Central,,,http://www.parking.com/,,N,CPS - HC HENRY PIER,0,,,,,"(47.62673244200005, -122.33499430699999)",
5398,52869,"4220 BROOKLYN AV NE, SEATTLE, WA   98105",76,,,,,,,,,,,,,,,,N,U-DISTRICT PARKING LOT,0,,,,,"(47.658991523000054, -122.31397538599998)",
5399,634758,"100 REPUBLICAN ST, SEATTLE, WA   98109",70,,,,,SURFACE LOT,,,,,2,United Parking Services,,,,,N,UNITED,0,,,,,"(47.62361404200004, -122.35455147999994)",
5400,633165,"2201 9TH AV, SEATTLE, WA   98121",327,2201 Westlake #81771,Self park location,Self park location,Self park location,GARAGE,1,3,,15,,Standard,(206) 381-8552,,http://www.standardparkingnw.com/locations/lot.asp?id=169,,N,2201 9TH AVENUE LOT,0,,,,,"(47.618105135000064, -122.33908359699996)",
5401,625120,"2701 3RD AV, SEATTLE, WA   98121",28,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.61704868900006, -122.34935563199997)",
5402,633195,"55 BELL ST, SEATTLE, WA   98121",23,,,,,SURFACE LOT,,,,,,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.61217645100004, -122.34769531399996)",
5403,536943,"201 S KING ST, SEATTLE, WA   98104",1165,,,,,,,,,,,,,,,,N,QWEST FIELD PARKING - NORTH LOT,0,,,,,"(47.59812437100004, -122.33179371499995)",
5404,561454,"1215 4TH AV, SEATTLE, WA   98161",185,Financial Center Garage,6am - 12am,12pm - 12am,12pm - 12am,GARAGE,9,15,,35,,Standard,(206) 623-8572,,http://www.standardparkingnw.com/locations/lot.asp?id=110,,N,THE FINANCIAL CENTER,0,,,,,"(47.60764550700003, -122.33479927699995)",
5405,576659,"2200 ALASKAN WY, SEATTLE, WA   98121",37,,24 hours,24 hours,24 hours,,6,10,,20,,,,,,,N,REPUBLIC,0,,,,,"(47.61116395200003, -122.34747944199995)",
5406,611881,"1531 7TH AV, SEATTLE, WA   98101",8,Roosevelt Hotel,,,,GARAGE,,,,,,United Parking Services,,,,,N,UNITED,0,,,,,"(47.61233038200004, -122.33432306099996)",
5407,556117,"5500 PHINNEY AV N, SEATTLE, WA   98103",61,,,,,,,,,,,,,,,,N,WOODLAND PARK ZOO LOT,0,,,,,"(47.66853222700007, -122.35368807699996)",
5408,596050,"301 8TH AV N, SEATTLE, WA   98109",18,8th & Thomas Lot,Self park location,Self park location,Self park location,SURFACE LOT,3,3,,8,,Standard,(206) 381-8552,,http://www.standardparkingnw.com/locations/lot.asp?id=10,,Y,,0,,,,,"(47.62103120200004, -122.34128201099998)",
5409,595353,"500 PONTIUS AV N, SEATTLE, WA   98121",73,,,,,SURFACE LOT,,,,,2,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.62340203300005, -122.33138317799995)",
5410,625108,"233 1ST AV W, SEATTLE, WA   98109",22,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.62076396600003, -122.35837714399997)",
5411,571455,"4701 CALIFORNIA AV SW, SEATTLE, WA   98116",18,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.56096644300004, -122.38713353799994)",
5412,596051,"424 BOREN AV N, SEATTLE, WA   98109",48,Boren & Republican  Lot,Self park location,Self park location,Self park location,SURFACE LOT,4.9,4.9,,22,,Standard,(206) 381-8552,,http://www.standardparkingnw.com/locations/lot.asp?id=12,,N,424 BOREN AV NORTH LOT,0,,,,,"(47.62290789200006, -122.33547923699996)",
5413,4555,"414 4TH AV, SEATTLE, WA   98104",27,Court House Lot #50,Self park location,Self park location,Self park location,SURFACE LOT,7,7,,15,2,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.60239308700005, -122.32902135999996)",
5414,4567,"223 TAYLOR AV N, SEATTLE, WA   98109",75,Seattle Center Lot #29 and #63,Self park location,Self park location,Self park location,SURFACE LOT,,,,,,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.620376484000076, -122.34667848499998)",
5415,584055,"4518 UNION BAY PL NE, SEATTLE, WA   98115",34,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.66209777000006, -122.29301576699999)",
5416,614759,"1400 2ND AV, SEATTLE, WA 98101",560,,,,,,,,,,,,,,,,N,AMPCO,0,,,,,"(47.60875574600004, -122.33794619499997)",
5417,576657,"1000 4TH AV, SEATTLE, WA   98104",150,Central Library,7am-9pm,10am-9pm,10am-7pm,GARAGE,9,13,,27,,AMPCO,(206) 386-4152,,,,N,AMPCO,0,,,,,"(47.60648528100006, -122.33296826899999)",
5418,17659,"616 6TH AV S, SEATTLE, WA   98104",30,Merchants Parking #27,,,,SURFACE LOT,,,,,,Merchants Parking/Transia,,,,,N,MERCHANTS PARKING ASSOC,0,,,,,"(47.59701308700005, -122.326009495)",
5419,637115,"1746 1ST AV S, SEATTLE, WA   98134",48,,,,,,,,,,,,,,,,,,,,,,,"(47.58679792100003, -122.333725948)",
5420,95912,"1760 1ST AV S, SEATTLE, WA   98134",92,,,,,,,,,,,,,,,,Y,DONNAS DINER,0,,,,,"(47.58643015300004, -122.33378045199998)",
5421,595349,"500 BROADWAY, SEATTLE, WA   98122",13,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.60638889200004, -122.32056922599998)",
5422,523313,"4114 45TH AV S, SEATTLE, WA   98118",100,,,,,,,,,,,,,,,,Y,WILLIS & SONS,0,,,,,"(47.56592375300005, -122.27651146099998)",
5423,625134,"1206 1ST AV, SEATTLE, WA   98101",28,,,,,SURFACE LOT,,,,,1,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.60660443900008, -122.33751064599994)",
5424,17647,"525 S JACKSON ST, SEATTLE, WA   98104",31,Merchants Parking #01,,,,SURFACE LOT,,,,,,Merchants Parking/Transia,,,,,N,AMAZON PHASE 3 #81876,0,,,,,"(47.59897163000005, -122.32675540599996)",
5425,645759,"465 S HOLGATE ST, SEATTLE, WA   98134",16,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.585834617000046, -122.32627736799998)",
5426,580480,"1015 3RD AV # FL 12, SEATTLE, WA   98104",154,,,,,,,,,,,,,,,,N,EXPEDITOR GARAGE,0,,,,,"(47.605820556000026, -122.33463808399995)",
5427,595336,"1001 FAIRVIEW AV N, SEATTLE, WA   98109",88,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.629019508000056, -122.33172863899995)",
5428,503419,"117 3RD AV S, SEATTLE, WA   98104",34,Frye Parking Garage,,,,GARAGE,,,,,,Butler Parking,(206) 622-4367?,,,,N,FRYE PARKING GARAGE,0,,,,,"(47.60122581400003, -122.33063842199999)",
5429,543204,"500 S JACKSON ST, SEATTLE, WA   98104",100,Lot 23,Self park location,Self park location,Self park location,SURFACE LOT,6,8,,18,,I P M,206-254-0811,,http://www.ipmseattle.com/locations.htm,,N,AMAZON PHASE 1A #81865,0,,,,,"(47.59948389900006, -122.32728583899996)",
5430,76131,"2232 NW MARKET ST, SEATTLE, WA   98107",35,,24 hours,24 hours,24 hours,,1,2,,,,,,,,,N,REPUBLIC,0,,,,,"(47.669079311000075, -122.38626724299996)",
5431,584054,"1819 NW MARKET ST, SEATTLE, WA   98107",7,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.66850107000005, -122.38126787699997)",
5432,625360,"2101 4TH AV, SEATTLE, WA   98121",228,,,,,GARAGE,,,,,4,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.61430552000007, -122.342439835)",
5433,97075,"300 MERCER ST, SEATTLE, WA   98109",1433,Mercer Garage,,,,GARAGE,,,,,47,Seattle Center,,,http://seattlecenter.com/transportation/parking/,,N,SEATTLE CENTER MERCER GARAGE,0,,,,,"(47.62498824600004, -122.35021290999998)",
5434,584046,"4704 42ND AV SW, SEATTLE, WA   98116",213,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.56080742700004, -122.38479396299999)",
5435,630527,"2250 OCCIDENTAL AV S, SEATTLE, WA   98134",80,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.58177663400005, -122.33262478999995)",
5436,543206,"412 S MAIN ST, SEATTLE, WA   98104",52,Lot 8,Self park location,Self park location,Self park location,SURFACE LOT,,6,,12,,I P M,206-254-0811,,http://www.ipmseattle.com/locations.htm,,N,Genesis #81968,0,,,,,"(47.60029363900003, -122.32844422899996)",
5437,4539,"417 BROAD ST, SEATTLE, WA 98101",68,Seattle Center Lot #34,Self park location,Self park location,Self park location,SURFACE LOT,10,10,,20,,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.61990310400006, -122.34833941999995)",
5438,593923,"400 4TH AV, SEATTLE, WA   98104",68,,,,,SURFACE LOT,,,,,2,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.60211408600003, -122.32876626699999)",
5439,17648,"601 S JACKSON ST, SEATTLE, WA   98104",23,Merchants Parking #02,,,,SURFACE LOT,,,,,,Merchants Parking/Transia,,,,,N,Foley - Green  #82018,0,,,,,"(47.59897859800003, -122.32605110599997)",
5440,76134,"233 1ST AV N, SEATTLE, WA   98109",30,,24 hours,24 hours,24 hours,SURFACE LOT,6,6,,9,1,REPUBLIC,,,http://www.rpnw.com/seattle/locations/default.asp,,N,REPUBLIC,0,,,,,"(47.62076328200004, -122.35589259899996)",
5441,640450,"3208 RAINIER AV S, SEATTLE, WA   98144",15,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.57479986300007, -122.29497986199999)",
5442,76119,"1108 WESTERN AV, SEATTLE, WA   98101",121,,7am-10pm,11am - 7pm,11am-6pm,9.5,14.5,20,,,,,,,http://www.rpnw.com/seattle/locations/default.asp,,N,WATERMARK TOWER GARAGE,20,N,12,12,04/29/2016 08:42:21 PM +0000,"(47.605470308000065, -122.33806197599995)",G18
5443,613599,"101 ELLIOTT AV W, SEATTLE, WA   98119",225,PI Building,6:30am-7:00pm,CLOSED,CLOSED,GARAGE,8,11,,,1,REPUBLIC,,,http://www.rpnw.com/seattle/locations/default.asp,,N,REPUBLIC - PI BLDG,0,,,,,"(47.61890644400006, -122.35957701199999)",
5444,537623,"820 4TH AV S, SEATTLE, WA   98104",684,,,,,GARAGE,,,,,,,,,,,N,IPM - Union Station South,0,,,,,"(47.59559621300008, -122.32864647399998)",
5445,582736,"1215 SENECA ST, SEATTLE, WA   98101",27,,,,,,,,,,,,,,,,N,AMPCO - VIRGINIA MASON,0,,,,,"(47.61136058400007, -122.32453856799998)",
5446,583929,"801 WESTERN AV, SEATTLE, WA   98104",60,,,,,SURFACE LOT,,,,,,United Parking Services,,,,,N,UNITED,0,,,,,"(47.602841839000064, -122.33655861799997)",
5447,635165,"220 2ND AV S, SEATTLE, WA   98104",16,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.60070118800007, -122.33133177699995)",
5448,4548,"4259 ROOSEVELT WY NE, SEATTLE, WA 98015",15,,,,,SURFACE LOT,,,,,,U-Park System,,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.659170009000036, -122.31805042799999)",
5449,596043,"2030 9TH AV, SEATTLE, WA   98121",36,Steve Johnson Lot,Self park location,Self park location,Self park location,SURFACE LOT,3,3,,15,,Standard,(206) 381-8552,,http://www.standardparkingnw.com/locations/lot.asp?id=48,,N,STEVE JOHNSON LOT,0,,,,,"(47.617177034000065, -122.33654449899996)",
5450,195020,"1903 5TH AV, SEATTLE, WA   98101",48,,,,,,SURFACE LOT,,,,,Pacific Parking,,,,,N,PACIFIC PARKING,0,,,,,"(47.61291772200008, -122.33839894399995)",
5451,4531,"600 WARREN AV N, SEATTLE, WA   98109",58,Seattle Center Lot #26,6am-6pm,Self park location,Self park location,SURFACE LOT,7,7,,10,1,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.624873809000064, -122.353826761)",
5452,76126,"50 UNIVERSITY ST, SEATTLE, WA   98101",76,,24 hours,24 hours,24 hours,,8,8,,20,,,,,,,N,REPUBLIC,0,,,,,"(47.60649351400008, -122.33995274399996)",
5453,582421,"1122 E MADISON ST, SEATTLE, WA   98122",35,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.61281813900007, -122.31731520899996)",
5454,652238,"308 4TH AV S, SEATTLE, WA   98104",77,,,,,,,,,,,,,,,,,,,,,,,"(47.599904636000076, -122.32880161299994)",
5455,611417,"1619 9TH AV, SEATTLE, WA   98109",40,Worldmark Valet,Valet parking only,Valet parking only,Valet parking only,GARAGE,,,,,,Standard,(206) 861-2233,,,,N,WORLDMARK CLUB VALET,0,,,,,"(47.61389908800004, -122.33283400299996)",
5456,625112,"400 4TH AV W, SEATTLE, WA   98119",139,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.62247802300004, -122.36158895399996)",
5457,555353,"2311 2ND AV, SEATTLE, WA   98121",20,,24 hours,24 hours,24 hours,SURFACE LOT,5,5,,12,,REPUBLIC,,,http://www.rpnw.com/seattle/locations/default.asp,,N,REPUBLIC,0,,,,,"(47.61407606400007, -122.34630126699994)",
5458,645729,"418 BELLEVUE AV E, SEATTLE, WA 98102",6,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.62265227000006, -122.32615620699994)",
5459,611062,"1112 4TH AV, SEATTLE, WA   98101",100,,,,,,,,,,,,,,,,N,W HOTEL,0,,,,,"(47.60713003300003, -122.33322900999997)",
5460,637244,"4701 UNIVERSITY WY NE, SEATTLE, WA   98105",5,,,,,GARAGE,,,,,3,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.663449470000046, -122.31339730799999)",
5461,585503,"1555 4TH AV S, SEATTLE, WA   98134",27,,,,,,,,,,,,,,,,Y,FILSON CORPORATION,0,,,,,"(47.58856285000007, -122.32969863999995)",
5462,625173,"1023 NE 63RD ST, SEATTLE, WA   98115",22,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.67398843900003, -122.31634027999996)",
5463,635378,"76 S KING ST, SEATTLE, WA   98104",116,,,,,,,,,,,,,,,,N,IPM - MERRILL PLACE,0,,,,,"(47.59866760700004, -122.33519186099994)",
5464,539262,"1736 4TH AV S #A, SEATTLE, WA   98134",18,,,,,,,,,,,,,,,,Y,WJA PLLC,0,,,,,"(47.587024093000025, -122.32816425399994)",
5465,636191,"145 YALE AV N, SEATTLE, WA 98109",54,Greyhound #41886,Self park location,Self park location,Self park location,SURFACE LOT,3,3,,10,,Standard,(206) 381-8552,,http://www.standardparkingnw.com/locations/lot.asp?id=175,,N,STANDARD,0,,,,,"(47.619427923000046, -122.33078074199994)",
5466,625176,"5300 24TH AV NW, SEATTLE, WA   98107",130,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.666542218000075, -122.38755482299996)",
5467,4565,"200 1ST AV W, SEATTLE, WA   98119",89,Queen Anne Lot 61,Self park location,Self park location,Self park location,GARAGE,,,,,,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.62013524500003, -122.35768006399996)",
5468,635156,"523 3RD AV W, SEATTLE, WA   98119",60,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.60249042100003, -122.33155406299994)",
5469,637246,"8500 GREENWOOD AV N, SEATTLE, WA   98103",43,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.69077060300003, -122.35498764899995)",
5470,645756,"701 5TH AV N, SEATTLE, WA   98109",20,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.62568304300004, -122.34806753899994)",
5471,596046,"1300 MADISON ST, SEATTLE, WA   98104",44,First Hill Plaza,Self park location,Self park location,Self park location,SURFACE LOT,7,7,,12,,Standard,(206) 381-8552,,http://www.standardparkingnw.com/locations/,,N,FIRST HILL PLAZA GARAGE,0,,,,,"(47.61074135500007, -122.32258763399994)",
5472,4546,"2015 4TH AV, SEATTLE, WA   98121",26,U-Park #41,Self park location,Self park location,Self park location,SURFACE LOT,,,,,,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.61320909600005, -122.34082883399998)",
5473,596093,"4100 UNIVERSITY WY NE, SEATTLE, WA   98105",15,,,,,SURFACE LOT,,,,,1,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.65697996500006, -122.31290990599996)",
5474,176750,"1914 OCCIDENTAL AV S, SEATTLE, WA   98134",100,,,,,,,,,,,,,,,,Y,PARKING,0,,,,,"(47.584444276000056, -122.33282453899994)",
5475,616534,"1600 EASTLAKE AV E, SEATTLE, WA   98102",30,Bank of America #81570,Self park location,Self park location,Self park location,SURFACE LOT,Permit only,Permit only,,Permit only,,Standard,(206) 381-8552,,http://www.standardparkingnw.com/locations/lot.asp?id=117,,N,BANK OF AMERICA - EASTLAKE AVENUE,0,,,,,"(47.63408441100006, -122.32512550399997)",
5476,583578,"1229 MADISON ST, SEATTLE, WA   98104",16,,,,,,,,,,,,,,,,N,CPS - ARNOLD VALET,0,,,,,"(47.61002109000003, -122.32222236299998)",
